sale_dollars,datekey,Sales Event,SourceID,Measure,dice,product_class,Store,QueryDefID,startDate,endDate,CaseTypeName,SourceServer,SourceCatalog,SourceSchema
6389.94,2012-05-03,Normal Sales Day,3,sale_dollars,datekey,Rum,Hillstreet News and Tobacco,89829a13c8d90f7bb65628c22c9a8d3a7834933f832abaa8aa6078bc30f69ac34337d697e85766f7aeca5f7754a7ff05e1c83536884ce49e036b41171a790e26,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
4558.2,2012-05-10,Normal Sales Day,3,sale_dollars,datekey,Rum,Hillstreet News and Tobacco,89829a13c8d90f7bb65628c22c9a8d3a7834933f832abaa8aa6078bc30f69ac34337d697e85766f7aeca5f7754a7ff05e1c83536884ce49e036b41171a790e26,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
3346.56,2012-05-17,Bad Sales Day,3,sale_dollars,datekey,Rum,Hillstreet News and Tobacco,89829a13c8d90f7bb65628c22c9a8d3a7834933f832abaa8aa6078bc30f69ac34337d697e85766f7aeca5f7754a7ff05e1c83536884ce49e036b41171a790e26,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
4959.84,2012-05-24,Normal Sales Day,3,sale_dollars,datekey,Rum,Hillstreet News and Tobacco,89829a13c8d90f7bb65628c22c9a8d3a7834933f832abaa8aa6078bc30f69ac34337d697e85766f7aeca5f7754a7ff05e1c83536884ce49e036b41171a790e26,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
4030.92,2012-05-31,Normal Sales Day,3,sale_dollars,datekey,Rum,Hillstreet News and Tobacco,89829a13c8d90f7bb65628c22c9a8d3a7834933f832abaa8aa6078bc30f69ac34337d697e85766f7aeca5f7754a7ff05e1c83536884ce49e036b41171a790e26,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
7283.76,2012-06-07,Normal Sales Day,3,sale_dollars,datekey,Rum,Hillstreet News and Tobacco,89829a13c8d90f7bb65628c22c9a8d3a7834933f832abaa8aa6078bc30f69ac34337d697e85766f7aeca5f7754a7ff05e1c83536884ce49e036b41171a790e26,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
5597.52,2012-06-14,Normal Sales Day,3,sale_dollars,datekey,Rum,Hillstreet News and Tobacco,89829a13c8d90f7bb65628c22c9a8d3a7834933f832abaa8aa6078bc30f69ac34337d697e85766f7aeca5f7754a7ff05e1c83536884ce49e036b41171a790e26,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
3511.68,2012-06-21,Bad Sales Day,3,sale_dollars,datekey,Rum,Hillstreet News and Tobacco,89829a13c8d90f7bb65628c22c9a8d3a7834933f832abaa8aa6078bc30f69ac34337d697e85766f7aeca5f7754a7ff05e1c83536884ce49e036b41171a790e26,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
3622.2,2012-06-28,Bad Sales Day,3,sale_dollars,datekey,Rum,Hillstreet News and Tobacco,89829a13c8d90f7bb65628c22c9a8d3a7834933f832abaa8aa6078bc30f69ac34337d697e85766f7aeca5f7754a7ff05e1c83536884ce49e036b41171a790e26,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
4202.72,2012-07-06,Normal Sales Day,3,sale_dollars,datekey,Rum,Hillstreet News and Tobacco,89829a13c8d90f7bb65628c22c9a8d3a7834933f832abaa8aa6078bc30f69ac34337d697e85766f7aeca5f7754a7ff05e1c83536884ce49e036b41171a790e26,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
4329.36,2012-07-12,Normal Sales Day,3,sale_dollars,datekey,Rum,Hillstreet News and Tobacco,89829a13c8d90f7bb65628c22c9a8d3a7834933f832abaa8aa6078bc30f69ac34337d697e85766f7aeca5f7754a7ff05e1c83536884ce49e036b41171a790e26,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
4134.6,2012-07-19,Normal Sales Day,3,sale_dollars,datekey,Rum,Hillstreet News and Tobacco,89829a13c8d90f7bb65628c22c9a8d3a7834933f832abaa8aa6078bc30f69ac34337d697e85766f7aeca5f7754a7ff05e1c83536884ce49e036b41171a790e26,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
5297.26,2012-07-26,Normal Sales Day,3,sale_dollars,datekey,Rum,Hillstreet News and Tobacco,89829a13c8d90f7bb65628c22c9a8d3a7834933f832abaa8aa6078bc30f69ac34337d697e85766f7aeca5f7754a7ff05e1c83536884ce49e036b41171a790e26,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
4758.12,2012-08-02,Normal Sales Day,3,sale_dollars,datekey,Rum,Hillstreet News and Tobacco,89829a13c8d90f7bb65628c22c9a8d3a7834933f832abaa8aa6078bc30f69ac34337d697e85766f7aeca5f7754a7ff05e1c83536884ce49e036b41171a790e26,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
4031.14,2012-08-09,Normal Sales Day,3,sale_dollars,datekey,Rum,Hillstreet News and Tobacco,89829a13c8d90f7bb65628c22c9a8d3a7834933f832abaa8aa6078bc30f69ac34337d697e85766f7aeca5f7754a7ff05e1c83536884ce49e036b41171a790e26,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
4797.0,2012-08-16,Normal Sales Day,3,sale_dollars,datekey,Rum,Hillstreet News and Tobacco,89829a13c8d90f7bb65628c22c9a8d3a7834933f832abaa8aa6078bc30f69ac34337d697e85766f7aeca5f7754a7ff05e1c83536884ce49e036b41171a790e26,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
4829.639999999999,2012-08-23,Normal Sales Day,3,sale_dollars,datekey,Rum,Hillstreet News and Tobacco,89829a13c8d90f7bb65628c22c9a8d3a7834933f832abaa8aa6078bc30f69ac34337d697e85766f7aeca5f7754a7ff05e1c83536884ce49e036b41171a790e26,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
4644.16,2012-08-30,Normal Sales Day,3,sale_dollars,datekey,Rum,Hillstreet News and Tobacco,89829a13c8d90f7bb65628c22c9a8d3a7834933f832abaa8aa6078bc30f69ac34337d697e85766f7aeca5f7754a7ff05e1c83536884ce49e036b41171a790e26,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
6625.7,2012-09-06,Normal Sales Day,3,sale_dollars,datekey,Rum,Hillstreet News and Tobacco,89829a13c8d90f7bb65628c22c9a8d3a7834933f832abaa8aa6078bc30f69ac34337d697e85766f7aeca5f7754a7ff05e1c83536884ce49e036b41171a790e26,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
3344.16,2012-09-13,Bad Sales Day,3,sale_dollars,datekey,Rum,Hillstreet News and Tobacco,89829a13c8d90f7bb65628c22c9a8d3a7834933f832abaa8aa6078bc30f69ac34337d697e85766f7aeca5f7754a7ff05e1c83536884ce49e036b41171a790e26,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
4568.76,2012-09-20,Normal Sales Day,3,sale_dollars,datekey,Rum,Hillstreet News and Tobacco,89829a13c8d90f7bb65628c22c9a8d3a7834933f832abaa8aa6078bc30f69ac34337d697e85766f7aeca5f7754a7ff05e1c83536884ce49e036b41171a790e26,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
4667.28,2012-09-27,Normal Sales Day,3,sale_dollars,datekey,Rum,Hillstreet News and Tobacco,89829a13c8d90f7bb65628c22c9a8d3a7834933f832abaa8aa6078bc30f69ac34337d697e85766f7aeca5f7754a7ff05e1c83536884ce49e036b41171a790e26,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
4357.01,2012-10-04,Normal Sales Day,3,sale_dollars,datekey,Rum,Hillstreet News and Tobacco,89829a13c8d90f7bb65628c22c9a8d3a7834933f832abaa8aa6078bc30f69ac34337d697e85766f7aeca5f7754a7ff05e1c83536884ce49e036b41171a790e26,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
6049.38,2012-10-11,Normal Sales Day,3,sale_dollars,datekey,Rum,Hillstreet News and Tobacco,89829a13c8d90f7bb65628c22c9a8d3a7834933f832abaa8aa6078bc30f69ac34337d697e85766f7aeca5f7754a7ff05e1c83536884ce49e036b41171a790e26,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
4697.18,2012-10-18,Normal Sales Day,3,sale_dollars,datekey,Rum,Hillstreet News and Tobacco,89829a13c8d90f7bb65628c22c9a8d3a7834933f832abaa8aa6078bc30f69ac34337d697e85766f7aeca5f7754a7ff05e1c83536884ce49e036b41171a790e26,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
5456.16,2012-10-25,Normal Sales Day,3,sale_dollars,datekey,Rum,Hillstreet News and Tobacco,89829a13c8d90f7bb65628c22c9a8d3a7834933f832abaa8aa6078bc30f69ac34337d697e85766f7aeca5f7754a7ff05e1c83536884ce49e036b41171a790e26,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
4338.96,2012-11-01,Normal Sales Day,3,sale_dollars,datekey,Rum,Hillstreet News and Tobacco,89829a13c8d90f7bb65628c22c9a8d3a7834933f832abaa8aa6078bc30f69ac34337d697e85766f7aeca5f7754a7ff05e1c83536884ce49e036b41171a790e26,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
3660.7,2012-11-08,Bad Sales Day,3,sale_dollars,datekey,Rum,Hillstreet News and Tobacco,89829a13c8d90f7bb65628c22c9a8d3a7834933f832abaa8aa6078bc30f69ac34337d697e85766f7aeca5f7754a7ff05e1c83536884ce49e036b41171a790e26,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
5305.4,2012-11-15,Normal Sales Day,3,sale_dollars,datekey,Rum,Hillstreet News and Tobacco,89829a13c8d90f7bb65628c22c9a8d3a7834933f832abaa8aa6078bc30f69ac34337d697e85766f7aeca5f7754a7ff05e1c83536884ce49e036b41171a790e26,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
3879.12,2012-11-20,Bad Sales Day,3,sale_dollars,datekey,Rum,Hillstreet News and Tobacco,89829a13c8d90f7bb65628c22c9a8d3a7834933f832abaa8aa6078bc30f69ac34337d697e85766f7aeca5f7754a7ff05e1c83536884ce49e036b41171a790e26,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
6802.799999999999,2012-11-29,Normal Sales Day,3,sale_dollars,datekey,Rum,Hillstreet News and Tobacco,89829a13c8d90f7bb65628c22c9a8d3a7834933f832abaa8aa6078bc30f69ac34337d697e85766f7aeca5f7754a7ff05e1c83536884ce49e036b41171a790e26,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
4948.08,2012-12-06,Normal Sales Day,3,sale_dollars,datekey,Rum,Hillstreet News and Tobacco,89829a13c8d90f7bb65628c22c9a8d3a7834933f832abaa8aa6078bc30f69ac34337d697e85766f7aeca5f7754a7ff05e1c83536884ce49e036b41171a790e26,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
2861.9700000000003,2012-12-13,Bad Sales Day,3,sale_dollars,datekey,Rum,Hillstreet News and Tobacco,89829a13c8d90f7bb65628c22c9a8d3a7834933f832abaa8aa6078bc30f69ac34337d697e85766f7aeca5f7754a7ff05e1c83536884ce49e036b41171a790e26,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
4510.66,2012-12-20,Normal Sales Day,3,sale_dollars,datekey,Rum,Hillstreet News and Tobacco,89829a13c8d90f7bb65628c22c9a8d3a7834933f832abaa8aa6078bc30f69ac34337d697e85766f7aeca5f7754a7ff05e1c83536884ce49e036b41171a790e26,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
2781.0,2012-12-27,Bad Sales Day,3,sale_dollars,datekey,Rum,Hillstreet News and Tobacco,89829a13c8d90f7bb65628c22c9a8d3a7834933f832abaa8aa6078bc30f69ac34337d697e85766f7aeca5f7754a7ff05e1c83536884ce49e036b41171a790e26,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
2025.77,2013-01-03,Bad Sales Day,3,sale_dollars,datekey,Rum,Hillstreet News and Tobacco,89829a13c8d90f7bb65628c22c9a8d3a7834933f832abaa8aa6078bc30f69ac34337d697e85766f7aeca5f7754a7ff05e1c83536884ce49e036b41171a790e26,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
5394.599999999999,2013-01-10,Normal Sales Day,3,sale_dollars,datekey,Rum,Hillstreet News and Tobacco,89829a13c8d90f7bb65628c22c9a8d3a7834933f832abaa8aa6078bc30f69ac34337d697e85766f7aeca5f7754a7ff05e1c83536884ce49e036b41171a790e26,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
3396.03,2013-01-17,Bad Sales Day,3,sale_dollars,datekey,Rum,Hillstreet News and Tobacco,89829a13c8d90f7bb65628c22c9a8d3a7834933f832abaa8aa6078bc30f69ac34337d697e85766f7aeca5f7754a7ff05e1c83536884ce49e036b41171a790e26,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
8442.179999999998,2013-01-24,Big Sales Day,3,sale_dollars,datekey,Rum,Hillstreet News and Tobacco,89829a13c8d90f7bb65628c22c9a8d3a7834933f832abaa8aa6078bc30f69ac34337d697e85766f7aeca5f7754a7ff05e1c83536884ce49e036b41171a790e26,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
3884.94,2013-01-31,Bad Sales Day,3,sale_dollars,datekey,Rum,Hillstreet News and Tobacco,89829a13c8d90f7bb65628c22c9a8d3a7834933f832abaa8aa6078bc30f69ac34337d697e85766f7aeca5f7754a7ff05e1c83536884ce49e036b41171a790e26,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
5075.040000000001,2013-02-07,Normal Sales Day,3,sale_dollars,datekey,Rum,Hillstreet News and Tobacco,89829a13c8d90f7bb65628c22c9a8d3a7834933f832abaa8aa6078bc30f69ac34337d697e85766f7aeca5f7754a7ff05e1c83536884ce49e036b41171a790e26,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
4860.32,2013-02-14,Normal Sales Day,3,sale_dollars,datekey,Rum,Hillstreet News and Tobacco,89829a13c8d90f7bb65628c22c9a8d3a7834933f832abaa8aa6078bc30f69ac34337d697e85766f7aeca5f7754a7ff05e1c83536884ce49e036b41171a790e26,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
3237.36,2013-02-21,Bad Sales Day,3,sale_dollars,datekey,Rum,Hillstreet News and Tobacco,89829a13c8d90f7bb65628c22c9a8d3a7834933f832abaa8aa6078bc30f69ac34337d697e85766f7aeca5f7754a7ff05e1c83536884ce49e036b41171a790e26,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
5264.16,2013-02-28,Normal Sales Day,3,sale_dollars,datekey,Rum,Hillstreet News and Tobacco,89829a13c8d90f7bb65628c22c9a8d3a7834933f832abaa8aa6078bc30f69ac34337d697e85766f7aeca5f7754a7ff05e1c83536884ce49e036b41171a790e26,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
6707.700000000001,2013-03-07,Normal Sales Day,3,sale_dollars,datekey,Rum,Hillstreet News and Tobacco,89829a13c8d90f7bb65628c22c9a8d3a7834933f832abaa8aa6078bc30f69ac34337d697e85766f7aeca5f7754a7ff05e1c83536884ce49e036b41171a790e26,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
4612.889999999999,2013-03-14,Normal Sales Day,3,sale_dollars,datekey,Rum,Hillstreet News and Tobacco,89829a13c8d90f7bb65628c22c9a8d3a7834933f832abaa8aa6078bc30f69ac34337d697e85766f7aeca5f7754a7ff05e1c83536884ce49e036b41171a790e26,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
3346.48,2013-03-21,Bad Sales Day,3,sale_dollars,datekey,Rum,Hillstreet News and Tobacco,89829a13c8d90f7bb65628c22c9a8d3a7834933f832abaa8aa6078bc30f69ac34337d697e85766f7aeca5f7754a7ff05e1c83536884ce49e036b41171a790e26,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
3255.0,2013-03-28,Bad Sales Day,3,sale_dollars,datekey,Rum,Hillstreet News and Tobacco,89829a13c8d90f7bb65628c22c9a8d3a7834933f832abaa8aa6078bc30f69ac34337d697e85766f7aeca5f7754a7ff05e1c83536884ce49e036b41171a790e26,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
5702.82,2013-04-04,Normal Sales Day,3,sale_dollars,datekey,Rum,Hillstreet News and Tobacco,89829a13c8d90f7bb65628c22c9a8d3a7834933f832abaa8aa6078bc30f69ac34337d697e85766f7aeca5f7754a7ff05e1c83536884ce49e036b41171a790e26,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
5744.48,2013-04-11,Normal Sales Day,3,sale_dollars,datekey,Rum,Hillstreet News and Tobacco,89829a13c8d90f7bb65628c22c9a8d3a7834933f832abaa8aa6078bc30f69ac34337d697e85766f7aeca5f7754a7ff05e1c83536884ce49e036b41171a790e26,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
6062.25,2013-04-18,Normal Sales Day,3,sale_dollars,datekey,Rum,Hillstreet News and Tobacco,89829a13c8d90f7bb65628c22c9a8d3a7834933f832abaa8aa6078bc30f69ac34337d697e85766f7aeca5f7754a7ff05e1c83536884ce49e036b41171a790e26,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
5331.52,2013-04-25,Normal Sales Day,3,sale_dollars,datekey,Rum,Hillstreet News and Tobacco,89829a13c8d90f7bb65628c22c9a8d3a7834933f832abaa8aa6078bc30f69ac34337d697e85766f7aeca5f7754a7ff05e1c83536884ce49e036b41171a790e26,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
5870.279999999999,2013-05-02,Normal Sales Day,3,sale_dollars,datekey,Rum,Hillstreet News and Tobacco,89829a13c8d90f7bb65628c22c9a8d3a7834933f832abaa8aa6078bc30f69ac34337d697e85766f7aeca5f7754a7ff05e1c83536884ce49e036b41171a790e26,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
368.4,2013-05-06,Bad Sales Day,3,sale_dollars,datekey,Rum,Hillstreet News and Tobacco,89829a13c8d90f7bb65628c22c9a8d3a7834933f832abaa8aa6078bc30f69ac34337d697e85766f7aeca5f7754a7ff05e1c83536884ce49e036b41171a790e26,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
6334.620000000001,2013-05-09,Normal Sales Day,3,sale_dollars,datekey,Rum,Hillstreet News and Tobacco,89829a13c8d90f7bb65628c22c9a8d3a7834933f832abaa8aa6078bc30f69ac34337d697e85766f7aeca5f7754a7ff05e1c83536884ce49e036b41171a790e26,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
6481.320000000001,2013-05-16,Normal Sales Day,3,sale_dollars,datekey,Rum,Hillstreet News and Tobacco,89829a13c8d90f7bb65628c22c9a8d3a7834933f832abaa8aa6078bc30f69ac34337d697e85766f7aeca5f7754a7ff05e1c83536884ce49e036b41171a790e26,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
9042.04,2013-05-23,Big Sales Day,3,sale_dollars,datekey,Rum,Hillstreet News and Tobacco,89829a13c8d90f7bb65628c22c9a8d3a7834933f832abaa8aa6078bc30f69ac34337d697e85766f7aeca5f7754a7ff05e1c83536884ce49e036b41171a790e26,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
4376.9,2013-05-31,Normal Sales Day,3,sale_dollars,datekey,Rum,Hillstreet News and Tobacco,89829a13c8d90f7bb65628c22c9a8d3a7834933f832abaa8aa6078bc30f69ac34337d697e85766f7aeca5f7754a7ff05e1c83536884ce49e036b41171a790e26,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
