ObjectType,ObjectName,Description,Utilization,ParametersJson,OutputNotes,ReferencedObjectsJson,IRI,CodeColumn,Code,AccessBitmap
"    { ""name"": ""CaseTypeID"",           ""type"": ""INT"",          ""description"": ""Identifier of the case type."" },",,,,,,,,,,
"    { ""name"": ""CaseTypeDescription"",  ""type"": ""NVARCHAR(500)"", ""description"": ""Human-readable description of the case type."" },",,,,,,,,,,
"    { ""name"": ""Cases"",                ""type"": ""INT"",          ""description"": ""Number of cases of this type."" },",,,,,,,,,,
"    { ""name"": ""SourceID"",             ""type"": ""INT"",          ""description"": ""Identifier of the data source."" },",,,,,,,,,,
"    { ""name"": ""SourceName"",           ""type"": ""NVARCHAR(100)"", ""description"": ""Name of the data source."" },",,,,,,,,,,
"    { ""name"": ""ServerName"",           ""type"": ""NVARCHAR(100)"", ""description"": ""Server hosting the source."" },",,,,,,,,,,
"    { ""name"": ""DatabaseName"",         ""type"": ""NVARCHAR(100)"", ""description"": ""Database containing the source."" },",,,,,,,,,,
"    { ""name"": ""SourceColumnID"",       ""type"": ""INT"",          ""description"": ""Identifier of the source column."" },",,,,,,,,,,
"    { ""name"": ""TableName"",            ""type"": ""NVARCHAR(128)"", ""description"": ""Table name for the column (defaults to source default if null)."" },",,,,,,,,,,
"    { ""name"": ""ColumnName"",           ""type"": ""NVARCHAR(128)"", ""description"": ""Name of the column."" },",,,,,,,,,,
"    { ""name"": ""DataType"",             ""type"": ""NVARCHAR(50)"",  ""description"": ""Data type of the column."" },",,,,,,,,,,
"    { ""name"": ""IsKey"",                ""type"": ""BIT"",          ""description"": ""Flag indicating if this column is part of the natural key."" },",,,,,,,,,,
"    { ""name"": ""IsOrdinal"",            ""type"": ""BIT"",          ""description"": ""Flag indicating if this column represents an ordinal position or timestamp."" }",,,,,,,,,,
  ],[,,,,,,,,,
"    { ""name"": ""dbo.Cases"",                 ""type"": ""Table"",               ""description"": ""Fact table of individual cases."" },",,,,,,,,,,
"    { ""name"": ""dbo.CaseTypes"",             ""type"": ""Table"",               ""description"": ""Lookup of case type definitions."" },",,,,,,,,,,
"    { ""name"": ""dbo.Sources"",               ""type"": ""Table"",               ""description"": ""Lookup of configured data sources."" },",,,,,,,,,,
"    { ""name"": ""dbo.SourceColumns"",         ""type"": ""Table"",               ""description"": ""Definition of columns for each data source."" },",,,,,,,,,,
"    { ""name"": ""dbo.CasePropertiesParsed"",  ""type"": ""Table"",               ""description"": ""Parsed case‐level property values, used to filter only actually used columns."" }",,,,,,,,,,
  ],NULL,NULL,NULL,-1,,,,,,
Instance,Event Set,"Event Set--Code:pickuproute--Event Set:leavesite,walmart1,lv-walmart1,walmart2,lv-walmart2,csv1,lv-csv1,csv4,lv-csv4,csv5,lv-csv5,walmart3,lv-walmart3,homedepot1,lv-homedepot1, csv2,lv-csv2,returnsite",NULL,NULL,NULL,NULL,NULL,EventSetCode,pickuproute,-1
Instance,Event Set,Event Set--Code:None--Event Set:walmart2,NULL,NULL,NULL,NULL,NULL,EventSetCode,NULL,-1
Instance,Event Set,Event Set--Code:None--Event Set:Pacemaker Implant,NULL,NULL,NULL,NULL,NULL,EventSetCode,NULL,-1
Instance,Event Set,Event Set--Code:None--Event Set:kitchenorder,NULL,NULL,NULL,NULL,NULL,EventSetCode,NULL,-1
Instance,Event Set,Event Set--Code:None--Event Set:Pacemaker Implant,NULL,NULL,NULL,NULL,NULL,EventSetCode,NULL,-1
Instance,Event Set,Event Set--Code:None--Event Set:pickuproute,NULL,NULL,NULL,NULL,NULL,EventSetCode,NULL,-1
Instance,Event Set,"Event Set--Code:None--Event Set:leavesite,returnsite",NULL,NULL,NULL,NULL,NULL,EventSetCode,NULL,-1
Instance,Event Set,Event Set--Code:None--Event Set:bigtip,NULL,NULL,NULL,NULL,NULL,EventSetCode,NULL,-1
Instance,Event Set,Event Set--Code:None--Event Set:walmart3,NULL,NULL,NULL,NULL,NULL,EventSetCode,NULL,-1
SQL_STORED_PROCEDURE,[dbo].[sp_SelectedEvents],"Database Stored procedure that executes a process, named, [dbo].[sp_SelectedEvents]: [",,,,,,,,
"    ""Retrieves all events for a specified event set and optional filters, returning CaseID, Event name, timestamp, sequence rank, occurrence count, EventID, and metric values."",",,,,,,,,,,
"    ""Uses inline table variable (@result) to collect and return results; supports both stored-proc and TVF usage patterns.""",,,,,,,,,,
  ],"Use when you need the SelectedEvents logic materialized procedurally, especially for work-table pipelines, scale-out rewrites, or multi-step processes that reuse the same filtered event set.",[,,,,,,,,
"    {""name"":""@EventSet"",""type"":""NVARCHAR(MAX)"",""default"":null,""description"":""Identifier or CSV defining which events to include (required).""},",,,,,,,,,,
"    {""name"":""@enumerate_multiple_events"",""type"":""INT"",""default"":null,""description"":""0 to collapse duplicates; >0 to enumerate each occurrence up to that count.""},",,,,,,,,,,
"    {""name"":""@StartDateTime"",""type"":""DATETIME"",""default"":null,""description"":""Lower bound of event date range (defaults to 1900-01-01).""},",,,,,,,,,,
"    {""name"":""@EndDateTime"",""type"":""DATETIME"",""default"":null,""description"":""Upper bound of event date range (defaults to 2050-12-31).""},",,,,,,,,,,
"    {""name"":""@transforms"",""type"":""NVARCHAR(MAX)"",""default"":null,""description"":""JSON mapping for event name transformations.""},",,,,,,,,,,
"    {""name"":""@ByCase"",""type"":""BIT"",""default"":""1"",""description"":""1 to partition by CaseID; 0 to treat all events as a single case.""},",,,,,,,,,,
"    {""name"":""@metric"",""type"":""NVARCHAR(20)"",""default"":""Time Between"",""description"":""Metric name for event-level properties (defaults to “Time Between”).""},",,,,,,,,,,
"    {""name"":""@CaseFilterProperties"",""type"":""NVARCHAR(MAX)"",""default"":null,""description"":""JSON of case-level filter key/value pairs.""},",,,,,,,,,,
"    {""name"":""@EventFilterProperties"",""type"":""NVARCHAR(MAX)"",""default"":null,""description"":""JSON of event-level filter key/value pairs.""}",,,,,,,,,,
  ],[,,,,,,,,,
"    {""name"":""CaseID"",""type"":""INT"",""description"":""Case identifier (or -1 when @ByCase=0).""},",,,,,,,,,,
"    {""name"":""Event"",""type"":""NVARCHAR(20)"",""description"":""Event name (after optional transform).""},",,,,,,,,,,
"    {""name"":""EventDate"",""type"":""DATETIME2"",""description"":""Event timestamp (with millisecond precision).""},",,,,,,,,,,
"    {""name"":""Rank"",""type"":""INT"",""description"":""Sequence order within the case.""},",,,,,,,,,,
"    {""name"":""EventOccurence"",""type"":""INT"",""description"":""Occurrence count of this event in the case.""},",,,,,,,,,,
"    {""name"":""EventID"",""type"":""INT"",""description"":""Surrogate key of the event instance.""},",,,,,,,,,,
"    {""name"":""MetricActualValue"",""type"":""FLOAT"",""description"":""Actual metric value at the event (if metric ≠ 'Time Between').""},",,,,,,,,,,
"    {""name"":""MetricExpectedValue"",""type"":""FLOAT"",""description"":""Expected metric value at the event (if metric ≠ 'Time Between').""}",,,,,,,,,,
  ],[,,,,,,,,,
"    {""name"":""dbo.ParseEventSet"",""type"":""Table-Valued Function"",""description"":""Parses @EventSet into individual event names.""},",,,,,,,,,,
"    {""name"":""dbo.ParseTransforms"",""type"":""Table-Valued Function"",""description"":""Parses @transforms JSON into row mappings.""},",,,,,,,,,,
"    {""name"":""dbo.EventsFact"",""type"":""Table"",""description"":""Fact table of all events with CaseID, Event, EventDate, EventID.""},",,,,,,,,,,
"    {""name"":""dbo.Cases"",""type"":""Table"",""description"":""Case table containing CaseID and AccessBitmap.""},",,,,,,,,,,
"    {""name"":""dbo.EventPropertiesParsed"",""type"":""Table"",""description"":""Parsed event-level properties and metrics.""},",,,,,,,,,,
"    {""name"":""dbo.CasePropertiesParsed"",""type"":""Table"",""description"":""Parsed case-level properties for filtering.""},",,,,,,,,,,
"    {""name"":""dbo.UserAccessBitmap"",""type"":""Scalar Function"",""description"":""Returns current user's access bitmap for row-level security.""},",,,,,,,,,,
"    {""name"":""OPENJSON"",""type"":""Built-in Function"",""description"":""Used for JSON parsing.""}",,,,,,,,,,
  ],NULL,NULL,NULL,-1,,,,,,
Instance,Event Type,User returns to website--Code:returnsite,NULL,NULL,NULL,NULL,NULL,Event,returnsite,-1
Instance,Event Type,River card dealt in poker--Code:RIVER,NULL,NULL,NULL,NULL,NULL,Event,RIVER,-1
Instance,Event Type,User takes a seat--Code:seated,NULL,NULL,NULL,NULL,NULL,Event,seated,-1
SQL_STORED_PROCEDURE,[dbo].[sp_CaseCharacteristics],"Database Stored procedure that executes a process, named, [dbo].[sp_CaseCharacteristics]: Retrieves both anomaly-derived event-pair metrics and case-level properties for a given model, consolidating them into a single result set for downstream association analysis. Stored-proc version of dbo.CaseCharacteristics using dbo.sp_ModelDrillThrough to derive the case population.","Use when you want one result set that mixes model-derived anomaly signals with case properties for the same population of cases, while following the newer stored-procedure architecture.",[,,,,,,
"    { ""name"": ""@ModelID"", ""type"": ""INT"", ""default"": ""NULL"", ""description"": ""Identifier of the model whose characteristics are to be returned."" }",,,,,,,,,,
  ],[,,,,,,,,,
"    { ""name"": ""ModelID"",              ""type"": ""INT"",            ""description"": ""Model identifier for anomaly rows; NULL for case properties."" },",,,,,,,,,,
"    { ""name"": ""CaseID"",               ""type"": ""INT"",            ""description"": ""Identifier of the case."" },",,,,,,,,,,
"    { ""name"": ""EventIDA"",             ""type"": ""INT"",            ""description"": ""Event A ID for anomaly pairs; NULL for case properties."" },",,,,,,,,,,
"    { ""name"": ""EventIDB"",             ""type"": ""INT"",            ""description"": ""Event B ID for anomaly pairs; NULL for case properties."" },",,,,,,,,,,
"    { ""name"": ""Category"",             ""type"": ""NVARCHAR(50)"",   ""description"": ""AnomalyCode for anomalies or CaseProperty for properties."" },",,,,,,,,,,
"    { ""name"": ""Attribute"",            ""type"": ""NVARCHAR(50)"",   ""description"": ""Metric name for anomalies or property name for case properties."" },",,,,,,,,,,
"    { ""name"": ""EventA"",               ""type"": ""NVARCHAR(20)"",   ""description"": ""Name of event A for anomalies; NULL for case properties."" },",,,,,,,,,,
"    { ""name"": ""EventB"",               ""type"": ""NVARCHAR(20)"",   ""description"": ""Name of event B for anomalies; NULL for case properties."" },",,,,,,,,,,
"    { ""name"": ""metric_zscore"",        ""type"": ""FLOAT"",          ""description"": ""Z-score of the anomaly metric; NULL for case properties."" },",,,,,,,,,,
"    { ""name"": ""metric_value"",         ""type"": ""FLOAT"",          ""description"": ""Raw anomaly metric value; NULL for case properties."" },",,,,,,,,,,
"    { ""name"": ""transistion_prob"",     ""type"": ""FLOAT"",          ""description"": ""Anomaly transition probability; NULL for case properties."" },",,,,,,,,,,
"    { ""name"": ""EventAIsEntry"",        ""type"": ""BIT"",            ""description"": ""Flag if EventA is entry; NULL for case properties."" },",,,,,,,,,,
"    { ""name"": ""EventBIsExit"",         ""type"": ""BIT"",            ""description"": ""Flag if EventB is exit; NULL for case properties."" },",,,,,,,,,,
"    { ""name"": ""PropertyValueNumeric"", ""type"": ""FLOAT"",          ""description"": ""Numeric value of case property; NULL for anomalies."" },",,,,,,,,,,
"    { ""name"": ""PropertyValueAlpha"",   ""type"": ""NVARCHAR(1000)"", ""description"": ""Text value of case property; NULL for anomalies."" }",,,,,,,,,,
  ],NULL,NULL,NULL,NULL,-1,,,,,
Instance,Event Type,User is served--Code:served,NULL,NULL,NULL,NULL,NULL,Event,served,-1
Instance,Event Type,Shopping payment event--Code:shoppmt,NULL,NULL,NULL,NULL,NULL,Event,shoppmt,-1
Instance,Event Type,Showdown in poker game--Code:SHOW DOWN,NULL,NULL,NULL,NULL,NULL,Event,SHOW DOWN,-1
Instance,Event Type,Player posts small blind--Code:small_blind,NULL,NULL,NULL,NULL,NULL,Event,small_blind,-1
Instance,Event Type,Event Set--Code:Stroke,NULL,NULL,NULL,NULL,NULL,Event,Stroke,-1
Instance,Event Type,Event Set--Code:Syncope,NULL,NULL,NULL,NULL,NULL,Event,Syncope,-1
Instance,Event Type,Event Set--Code:TIA,NULL,NULL,NULL,NULL,NULL,Event,TIA,-1
Instance,Event Type,Event Set--Code:TRIAGE_DONE,NULL,NULL,NULL,NULL,NULL,Event,TRIAGE_DONE,-1
Instance,Event Type,Event Set--Code:TRIAGE_START,NULL,NULL,NULL,NULL,NULL,Event,TRIAGE_START,-1
Instance,Event Type,Turn card dealt in poker--Code:TURN,NULL,NULL,NULL,NULL,NULL,Event,TURN,-1
Instance,Event Type,Event Set--Code:turnto,NULL,NULL,NULL,NULL,NULL,Event,turnto,-1
Instance,Event Type,Vanilla protein bars product--Code:vanproteinbars,NULL,NULL,NULL,NULL,NULL,Event,vanproteinbars,-1
Instance,Event Type,Walmart event 1--Code:walmart1,NULL,NULL,NULL,NULL,NULL,Event,walmart1,-1
Instance,Event Type,Walmart event 2--Code:walmart2,NULL,NULL,NULL,NULL,NULL,Event,walmart2,-1
SQL_INLINE_TABLE_VALUED_FUNCTION,[dbo].[EntryAndExitPoints],"Database virtual data returns data, named, [dbo].[EntryAndExitPoints]: Identifies the entry and exit handoff points for a given event set by comparing each event in a case to its predecessor and successor, counting how often an event enters or exits the defined process.","Use when you want to find where a defined process tends to begin and end relative to surrounding events. Helpful for boundary discovery, handoff analysis, and understanding how a process connects to upstream and downstream workflows.",[,,,,,,
"    { ""name"": ""@EventSet"",               ""type"": ""NVARCHAR(MAX)"", ""default"": null, ""description"": ""CSV or code defining the set of events to analyze."" },",,,,,,,,,,
"    { ""name"": ""@enumerate_multiple_events"",""type"": ""INT"",         ""default"": null, ""description"": ""Flag (0/1) indicating whether to treat repeated events separately."" },",,,,,,,,,,
"    { ""name"": ""@StartDateTime"",          ""type"": ""DATETIME"",      ""default"": null, ""description"": ""Lower bound of event date filter."" },",,,,,,,,,,
"    { ""name"": ""@EndDateTime"",            ""type"": ""DATETIME"",      ""default"": null, ""description"": ""Upper bound of event date filter."" },",,,,,,,,,,
"    { ""name"": ""@transforms"",             ""type"": ""NVARCHAR(MAX)"", ""default"": null, ""description"": ""Optional JSON transformations to apply to event names."" },",,,,,,,,,,
"    { ""name"": ""@ByCase"",                 ""type"": ""BIT"",           ""default"": 1,    ""description"": ""Whether to analyze entry/exit per case (1) or across all cases (0)."" },",,,,,,,,,,
"    { ""name"": ""@metric"",                 ""type"": ""NVARCHAR(20)"",  ""default"": null, ""description"": ""Metric to compute between handoff events (e.g., 'Time Between')."" },",,,,,,,,,,
"    { ""name"": ""@CaseFilterProperties"",   ""type"": ""NVARCHAR(MAX)"", ""default"": null, ""description"": ""JSON filter for case-level properties."" },",,,,,,,,,,
"    { ""name"": ""@EventFilterProperties"",  ""type"": ""NVARCHAR(MAX)"", ""default"": null, ""description"": ""JSON filter for event-level properties."" }",,,,,,,,,,
  ],[,,,,,,,,,
"    { ""name"": ""EventA"",       ""type"": ""NVARCHAR(20)"", ""description"": ""Name of the preceding (entry or exit) event."" },",,,,,,,,,,
"    { ""name"": ""EventB"",       ""type"": ""NVARCHAR(20)"", ""description"": ""Name of the succeeding (handoff or pickup) event."" },",,,,,,,,,,
"    { ""name"": ""Mode"",         ""type"": ""NVARCHAR(10)"", ""description"": ""Either 'Entry' or 'Exit' to indicate the direction of the handoff."" },",,,,,,,,,,
"    { ""name"": ""Description"",  ""type"": ""NVARCHAR(1000)"",""description"": ""Natural-language description of the handoff."" },",,,,,,,,,,
"    { ""name"": ""Count"",        ""type"": ""INT"",           ""description"": ""Number of times this handoff occurs in the data."" }",,,,,,,,,,
  ],[,,,,,,,,,
"    { ""name"": ""dbo.EventsFact"",           ""type"": ""Table"",                ""description"": ""Raw event fact table storing case-level event sequences."" },",,,,,,,,,,
"    { ""name"": ""dbo.ParseEventSet"",        ""type"": ""Table-Valued Function"",""description"": ""Splits and optionally codes an EventSet definition into individual events."" }",,,,,,,,,,
  ],NULL,NULL,NULL,-1,,,,,,
Table,dbo.CasePropertiesParsed,"This is a database table that stores data named dbo.CasePropertiesParsed.Case properties that are in JSON in the CaseProperties table, are flattened into one row per case property to avoid run-time json parsing. It also stores some data redundantly (StartDateTime, EndDateTime) to this table could act as a kind of covering index to narrow the property space without joining to the Cases table. Columns of this table include: [AccessBitmap,AddedProperty,CaseID,CreateDate,EndDateTime,LastUpdate,PropertyName,PropertyValueAlpha,PropertyValueNumeric,SortValue,SourceColumnID,StartDateTime]",NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1
Table,dbo.Cases,"This is a database table that stores data named dbo.Cases. Columns of this table include: [AccessBitmap,BatchID,CaseID,CaseTypeID,CreateDate,Date_SourceColumnID,EndDateTime,Event_SourceColumnID,EventCount,NaturalKey,NaturalKey_SourceColumnID,SourceID,StartDateTime]",NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1
SQL_STORED_PROCEDURE,[dbo].[InsertModel],"Database Stored procedure that executes a process, named, [dbo].[InsertModel]: Inserts or updates a model definition in the Models table based on parameters including event set, metric, case/event filters, and transformations. Generates a unique ParamHash to identify distinct model configurations, handles model deduplication, and populates ModelProperties with parsed case- and event-level properties.",Use when persisting a newly defined model and its associated metadata rather than leaving the model as a purely ad hoc query result.,[,,,,,,
,"  {""name"": ""@ModelID"", ""type"": ""INT"", ""default value"": ""NULL"", ""description"": ""Optional input/output parameter. If NULL, a new model is created. If provided, updates the model with the given ID.""},",,,,,,,,,
,"  {""name"": ""@EventSet"", ""type"": ""NVARCHAR(MAX)"", ""default value"": ""NULL"", ""description"": ""Comma-delimited list of events for the model definition.""},",,,,,,,,,
,"  {""name"": ""@enumerate_multiple_events"", ""type"": ""INT"", ""default value"": ""0"", ""description"": ""Specifies whether to allow multiple events per time unit.""},",,,,,,,,,
,"  {""name"": ""@StartDateTime"", ""type"": ""DATETIME"", ""default value"": ""NULL"", ""description"": ""Inclusive start of the modeling time window.""},",,,,,,,,,
,"  {""name"": ""@EndDateTime"", ""type"": ""DATETIME"", ""default value"": ""NULL"", ""description"": ""Inclusive end of the modeling time window.""},",,,,,,,,,
,"  {""name"": ""@transforms"", ""type"": ""NVARCHAR(MAX)"", ""default value"": ""NULL"", ""description"": ""Optional JSON string describing event transformations.""},",,,,,,,,,
,"  {""name"": ""@ByCase"", ""type"": ""BIT"", ""default value"": ""NULL"", ""description"": ""Whether the model operates on a per-case basis. Defaults to 1.""},",,,,,,,,,
,"  {""name"": ""@metric"", ""type"": ""NVARCHAR(20)"", ""default value"": ""NULL"", ""description"": ""The name of the metric to use, defaulting to 'Time Between'.""},",,,,,,,,,
,"  {""name"": ""@CaseFilterProperties"", ""type"": ""NVARCHAR(MAX)"", ""default value"": ""NULL"", ""description"": ""Optional JSON string defining filters applied at the case level.""},",,,,,,,,,
,"  {""name"": ""@EventFilterProperties"", ""type"": ""NVARCHAR(MAX)"", ""default value"": ""NULL"", ""description"": ""Optional JSON string defining filters applied at the event level.""},",,,,,,,,,
,"  {""name"": ""@MetricID"", ""type"": ""INT"", ""default value"": ""NULL"", ""description"": ""Output parameter set to the ID of the specified metric.""},",,,,,,,,,
,"  {""name"": ""@transformkey"", ""type"": ""VARBINARY(16)"", ""default value"": ""NULL"", ""description"": ""Output parameter returning the MD5 key of the transforms JSON.""},",,,,,,,,,
,"  {""name"": ""@eventsetkey"", ""type"": ""VARBINARY(16)"", ""default value"": ""NULL"", ""description"": ""Output parameter returning the MD5 key of the event set.""},",,,,,,,,,
,"  {""name"": ""@order"", ""type"": ""INT"", ""default value"": ""NULL"", ""description"": ""Order of the Markov model (e.g., 1 for first order). Defaults to 1.""},",,,,,,,,,
,"  {""name"": ""@ModelType"", ""type"": ""NVARCHAR(50)"", ""default value"": ""NULL"", ""description"": ""Type of model being defined, defaulting to 'MarkovChain'.""}",,,,,,,,,
,],[,,,,,,,,
,"  {""name"": ""@ModelID"", ""type"": ""INT"", ""description"": ""Returns the ModelID of the newly inserted or updated model.""},",,,,,,,,,
,"  {""name"": ""@MetricID"", ""type"": ""INT"", ""description"": ""Returns the ID of the selected metric.""},",,,,,,,,,
,"  {""name"": ""@transformkey"", ""type"": ""VARBINARY(16)"", ""description"": ""Hashed key generated from transforms JSON.""},",,,,,,,,,
,"  {""name"": ""@eventsetkey"", ""type"": ""VARBINARY(16)"", ""description"": ""Hashed key generated from the event set.""}",,,,,,,,,
,],[,,,,,,,,
,"  {""name"": ""dbo.Metrics"", ""type"": ""Table"", ""description"": ""Maps metric names to MetricIDs.""},",,,,,,,,,
,"  {""name"": ""dbo.Transforms"", ""type"": ""Table"", ""description"": ""Stores unique sets of event transforms keyed by MD5 hash.""},",,,,,,,,,
,"  {""name"": ""dbo.EventSets"", ""type"": ""Table"", ""description"": ""Stores defined sets of events for use in models.""},",,,,,,,,,
,"  {""name"": ""dbo.Models"", ""type"": ""Table"", ""description"": ""Holds metadata defining each model configuration.""},",,,,,,,,,
,"  {""name"": ""dbo.ModelProperties"", ""type"": ""Table"", ""description"": ""Stores parsed filter properties for each model, either at case or event level.""},",,,,,,,,,
,"  {""name"": ""dbo.UserAccessBitmap"", ""type"": ""Scalar Function"", ""description"": ""Returns the access bitmap for the current user context.""},",,,,,,,,,
,"  {""name"": ""dbo.UserID"", ""type"": ""Scalar Function"", ""description"": ""Returns the user ID of the caller or default if NULL.""},",,,,,,,,,
,"  {""name"": ""dbo.TransformsKey"", ""type"": ""Scalar Function"", ""description"": ""Computes a hash key from a transforms JSON string.""},",,,,,,,,,
,"  {""name"": ""dbo.SortKeyValueJSON"", ""type"": ""Scalar Function"", ""description"": ""Sorts a JSON object by key to ensure stable hashing.""},",,,,,,,,,
,"  {""name"": ""dbo.InsertEventSets"", ""type"": ""Stored Procedure"", ""description"": ""Creates or updates a row in EventSets and outputs the corresponding key.""},",,,,,,,,,
,"  {""name"": ""dbo.ModelsByParameters"", ""type"": ""Table-Valued Function"", ""description"": ""Returns existing models matching specified parameters to avoid duplicates.""}",,,,,,,,,
,],NULL,NULL,NULL,-1,,,,,
Instance,Souce Column,Natural/business key linking the current record to a parent or related visit/encounter.--Code:EHR.UnknownTable.ParentVisitNaturalKey,NULL,NULL,NULL,NULL,NULL,Database.Source.Table.Column,EHR.UnknownTable.ParentVisitNaturalKey,-1
Instance,Souce Column,Medical Record Number (MRN) – unique patient identifier within the health system.--Code:EHR.UnknownTable.PatientMRN,NULL,NULL,NULL,NULL,NULL,Database.Source.Table.Column,EHR.UnknownTable.PatientMRN,-1
Instance,Souce Column,Patient's age at the time of emergency department registration and triage.--Code:EHR.UnknownTable.PatientAge,NULL,NULL,NULL,NULL,NULL,Database.Source.Table.Column,EHR.UnknownTable.PatientAge,-1
Instance,Souce Column,Imaging study identifier or description associated with the emergency encounter.--Code:EHR.UnknownTable.Study,NULL,NULL,NULL,NULL,NULL,Database.Source.Table.Column,EHR.UnknownTable.Study,-1
Instance,Souce Column,"Method by which the patient arrived at the hospital or emergency department (ambulance, walk-in, private vehicle, etc.).--Code:EHR.UnknownTable.ArrivalMode",NULL,NULL,NULL,NULL,NULL,Database.Source.Table.Column,EHR.UnknownTable.ArrivalMode,-1
Instance,Souce Column,"Classification of the patient encounter type (e.g., emergency, urgent care, observation).--Code:EHR.UnknownTable.EncounterClass",NULL,NULL,NULL,NULL,NULL,Database.Source.Table.Column,EHR.UnknownTable.EncounterClass,-1
Instance,Souce Column,Laboratory panel or grouped test set ordered during the emergency room visit.--Code:EHR.UnknownTable.Panel,NULL,NULL,NULL,NULL,NULL,Database.Source.Table.Column,EHR.UnknownTable.Panel,-1
SQL_INLINE_TABLE_VALUED_FUNCTION,[dbo].[HiddenMarkovModels],"Database virtual data returns data, named, [dbo].[HiddenMarkovModels]: Returns a unified list of transition probabilities for both Bayesian and standard Markov models, filtered to single-event sequences for hidden Markov model comparison. Rewritten as an inline table-valued function for better Azure Synapse compatibility.","Use when you want a Hidden Markov-style view or related state-sequence output for analysis, especially when exploring latent-state interpretations of observed event sequences.",[],[,,,,,
"    { ""name"": ""ModelID"",       ""type"": ""INT"",           ""description"": ""Identifier of the model."" },",,,,,,,,,,
"    { ""name"": ""ModelType"",     ""type"": ""NVARCHAR(50)"",  ""description"": ""Type of the model (e.g., 'BayesianProbability' or other Markov type)."" },",,,,,,,,,,
"    { ""name"": ""ParamHash"",     ""type"": ""VARBINARY(16)"", ""description"": ""Hash key representing the model parameters (e.g., event set and transforms keys)."" },",,,,,,,,,,
"    { ""name"": ""EventA"",        ""type"": ""NVARCHAR(50)"",  ""description"": ""Source event in the transition."" },",,,,,,,,,,
"    { ""name"": ""EventB"",        ""type"": ""NVARCHAR(50)"",  ""description"": ""Target event in the transition."" },",,,,,,,,,,
"    { ""name"": ""Probability"",   ""type"": ""FLOAT"",         ""description"": ""Transition probability P(B|A)."" }",,,,,,,,,,
  ],[,,,,,,,,,
"    { ""name"": ""dbo.BayesianProbabilities"", ""type"": ""Table"", ""description"": ""Stores computed Bayesian probabilities between event sets."" },",,,,,,,,,,
"    { ""name"": ""dbo.Models"",                ""type"": ""Table"", ""description"": ""Model metadata including type and parameter hash."" },",,,,,,,,,,
"    { ""name"": ""dbo.EventSets"",             ""type"": ""Table"", ""description"": ""Defines event sets and their keys."" },",,,,,,,,,,
"    { ""name"": ""dbo.ModelEvents"",           ""type"": ""Table"", ""description"": ""Stores standard Markov transition probabilities between events."" }",,,,,,,,,,
  ],NULL,NULL,NULL,-1,,,,,,
SQL_INLINE_TABLE_VALUED_FUNCTION,[dbo].[ParseTransforms],"Database virtual data returns data, named, [dbo].[ParseTransforms]: Parses and validates a JSON object of key→value event mappings, ensuring each source key appears only once and selecting the alphabetically first target if duplicates occur. Rewritten as an inline table-valued function for better Azure Synapse compatibility.","Use when you want to turn a transforms JSON object into a normalized rowset of source-event to target-event mappings. Helpful for validating transform definitions, generating stable transform keys, inspecting event-name remapping rules, or feeding transform logic into downstream modeling functions in a Synapse-friendly way.",[,,,,,,
"    { ""name"": ""@transforms"", ""type"": ""NVARCHAR(MAX)"", ""default"": ""NULL"", ""description"": ""JSON object of mappings from original event keys to transformed keys, or a Code referencing the Transforms table."" }",,,,,,,,,,
  ],[,,,,,,,,,
"    { ""name"": ""fromkey"", ""type"": ""NVARCHAR(20)"", ""description"": ""Original event key as specified in the JSON or looked up from Transforms."" },",,,,,,,,,,
"    { ""name"": ""tokey"",   ""type"": ""NVARCHAR(20)"", ""description"": ""Selected target key for that fromkey; if multiple values exist, the alphabetically first is chosen."" }",,,,,,,,,,
  ],[,,,,,,,,,
"    { ""name"": ""dbo.Transforms"", ""type"": ""Table"", ""description"": ""Optional lookup of stored transform JSON by Code."" },",,,,,,,,,,
"    { ""name"": ""OPENJSON"",       ""type"": ""Built-in Function"", ""description"": ""Parses the JSON text into key/value pairs."" }",,,,,,,,,,
  ],NULL,NULL,NULL,-1,,,,,,
Instance,Event Type,Walmart event 3--Code:walmart3,NULL,NULL,NULL,NULL,NULL,Event,walmart3,-1
Instance,Event Type,Weight Watcher event 1--Code:weightwatcher1,NULL,NULL,NULL,NULL,NULL,Event,weightwatcher1,-1
Instance,Event Set,Event Set--Code:None--Event Set:arrive,NULL,NULL,NULL,NULL,NULL,EventSetCode,NULL,-1
Instance,Event Set,"Event Set--Code:None--Event Set:leavehome,heavytraffic,moderatetraffic,lighttraffic,arrivework,returnhome",NULL,NULL,NULL,NULL,NULL,EventSetCode,NULL,-1
Instance,Event Set,Event Set--Code:None--Event Set:websitepages,NULL,NULL,NULL,NULL,NULL,EventSetCode,NULL,-1
SQL_STORED_PROCEDURE,[dbo].[sp_SelectEventsbyProperties],"Database Stored procedure that executes a process, named, [dbo].[sp_SelectEventsbyProperties]: Returns events from dbo.EventPropertiesParsed that belong to the specified EventSet, fall within the effective datetime window, and match all property names supplied in the JSON property filter. The procedure expands the EventSet into distinct event names, parses the property filter JSON, and returns one row per matching event occurrence.","Use when you want to find actual event occurrences that match a named event set and a JSON property filter, especially for targeted drill-through, validation, or event-level troubleshooting.",[,,,,,,
    {,,,,,,,,,,
"      ""name"": ""@EventSet"",",,,,,,,,,,
